X [s]	1 Gast Med [V]	2 T Ant [V]	3 R Fem [V]	4 B Fem [V]	
11.604292	3.622688e-05	7.879823e-06	5.341493e-06	4.090214e-06	
11.605293	3.526027e-05	7.916144e-06	5.367419e-06	4.119667e-06	
11.606294	3.430298e-05	7.953599e-06	5.389222e-06	4.151478e-06	
11.607295	3.335644e-05	7.992051e-06	5.406711e-06	4.185727e-06	
11.608296	3.242204e-05	8.031362e-06	5.419696e-06	4.222497e-06	
11.609297	3.150119e-05	8.071394e-06	5.427986e-06	4.261868e-06	
11.610298	3.059531e-05	8.112011e-06	5.431389e-06	4.303922e-06	
11.611298	2.970580e-05	8.153074e-06	5.429716e-06	4.348740e-06	
11.612299	2.883406e-05	8.194445e-06	5.422776e-06	4.396404e-06	
11.613300	2.798152e-05	8.235989e-06	5.410378e-06	4.446995e-06	
11.614301	2.714958e-05	8.277565e-06	5.392331e-06	4.500593e-06	
11.615302	2.633964e-05	8.319039e-06	5.368444e-06	4.557281e-06	
11.616303	2.555312e-05	8.360271e-06	5.338527e-06	4.617140e-06	
11.617304	2.479142e-05	8.401124e-06	5.302389e-06	4.680251e-06	
11.618305	2.405596e-05	8.441460e-06	5.259840e-06	4.746695e-06	
11.619306	2.334813e-05	8.481143e-06	5.210688e-06	4.816554e-06	
11.620307	2.266936e-05	8.520034e-06	5.154743e-06	4.889909e-06	
11.621307	2.202105e-05	8.557996e-06	5.091815e-06	4.966842e-06	
11.622308	2.140460e-05	8.594892e-06	5.021711e-06	5.047433e-06	
11.623309	2.082143e-05	8.630583e-06	4.944243e-06	5.131764e-06	
11.624310	2.027295e-05	8.664933e-06	4.859218e-06	5.219917e-06	
11.625311	1.976038e-05	8.697815e-06	4.766534e-06	5.311943e-06	
11.626312	1.928360e-05	8.729188e-06	4.666721e-06	5.407687e-06	
11.627313	1.884189e-05	8.759047e-06	4.560595e-06	5.506898e-06	
11.628314	1.843454e-05	8.787389e-06	4.448974e-06	5.609323e-06	
11.629315	1.806081e-05	8.814211e-06	4.332675e-06	5.714712e-06	
11.630316	1.771999e-05	8.839507e-06	4.212515e-06	5.822814e-06	
11.631317	1.741135e-05	8.863276e-06	4.089310e-06	5.933377e-06	
11.632317	1.713418e-05	8.885512e-06	3.963879e-06	6.046151e-06	
11.633318	1.688775e-05	8.906213e-06	3.837038e-06	6.160884e-06	
11.634319	1.667134e-05	8.925374e-06	3.709605e-06	6.277324e-06	
11.635320	1.648422e-05	8.942992e-06	3.582396e-06	6.395221e-06	
11.636321	1.632567e-05	8.959062e-06	3.456229e-06	6.514324e-06	
11.637322	1.619498e-05	8.973582e-06	3.331921e-06	6.634381e-06	
11.638323	1.609142e-05	8.986547e-06	3.210289e-06	6.755141e-06	
